TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Size,Length,MutationScore
org.myrobotlab.service.interfaces.ButtonDefinition,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,9,9,1,1,0.0
org.myrobotlab.service.data.Script,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,36,34,2,4,0.6666666666666666
org.myrobotlab.service.data.Pose,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,58,56,2,8,0.7931034482758621
org.myrobotlab.service.data.PinData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,44,42,3,4,0.65
org.myrobotlab.service.data.OledSsd1306Data,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.SearchResults,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8958333333333334,119,111,14,48,0.8888888888888888
org.myrobotlab.service.data.AbstractData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6,1,2,0.0
org.myrobotlab.service.data.Orientation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9833333333333334,106,104,15,54,0.8
org.myrobotlab.service.data.Classification,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,12,12,1,1,0.0
org.myrobotlab.service.data.Locale,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.863937298603652,428,388,36,82,0.8092105263157895
org.myrobotlab.service.data.Utterance,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9484939759036144,495,485,28,105,0.5150602409638554
org.myrobotlab.service.data.Position,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,100,100,7,7,0.0
org.myrobotlab.service.data.LeapData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.MyoData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,69,67,3,5,0.8333333333333334
org.myrobotlab.service.data.SerialRelayData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,11,11,1,3,0.0
org.myrobotlab.service.data.HttpData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,40,38,2,6,0.75
org.myrobotlab.service.data.ServiceTypeNameResults,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,9,9,1,1,0.0
org.myrobotlab.service.data.AngleData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,27,27,7,19,1.0
org.myrobotlab.service.data.AudioData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9135725965531561,237,214,17,52,0.890625
org.myrobotlab.service.data.JoystickData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,25,23,2,4,0.7777777777777778
org.myrobotlab.service.data.AnalogData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.ServoSpeed,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,10,10,1,2,0.0
org.myrobotlab.service.data.Mpu6050Data,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.ImageData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,17,17,2,2,0.0
org.myrobotlab.service.data.SensorData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,22,22,3,3,0.0
org.myrobotlab.service.data.KinectSensorData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,11,11,1,1,0.2
org.myrobotlab.service.data.LeapHand,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.TopicChange,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,26,26,2,2,0.0
org.myrobotlab.service.data.Event,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.service.data.ServoMove,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,36,34,1,4,0.9473684210526315
org.myrobotlab.service.data.RangeData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,8,8,1,2,0.0
org.myrobotlab.service.abstracts.AbstractComputerVision,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,4,0,0,0,1.0
org.myrobotlab.service.abstracts.AbstractVideoSource,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,24,0,0,0,0.0
org.myrobotlab.programab.models.Oob,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.programab.models.Mrl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.programab.models.Template,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7916666666666666,20,11,2,3,0.0
org.myrobotlab.programab.models.Sraix,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.programab.models.Event,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,90,88,3,7,0.453125
org.myrobotlab.programab.Oob,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,10,10,1,2,1.0
org.myrobotlab.programab.Response,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,61,58,5,19,0.9523809523809523
org.myrobotlab.programab.PredicateEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,37,33,3,9,0.7916666666666666
org.myrobotlab.generics.SlidingWindowList,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,39,37,3,8,0.2222222222222222
org.myrobotlab.cv.CVData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5,28,5,1,1,1.0
org.myrobotlab.cv.TrackingPoint,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,79,77,3,4,0.5833333333333334
org.myrobotlab.net.NanoHTTPD,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.55546251882892,1252,770,34,142,0.3593073593073593
org.myrobotlab.net.TcpServer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8232954545454546,96,71,14,186,0.0
org.myrobotlab.net.Host,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,42,38,2,6,0.8275862068965517
org.myrobotlab.net.SslUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5553921568627451,50,17,5,9,0.0
org.myrobotlab.net.InstallCert,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5778489822760464,349,176,23,60,0.045112781954887216
org.myrobotlab.net.Connection,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9358585858585858,162,151,29,84,0.7111111111111111
org.myrobotlab.net.RouteEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,48,46,1,2,0.967741935483871
org.myrobotlab.net.HttpRequest,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7722107859421344,1061,846,114,467,0.32169576059850374
org.myrobotlab.net.BareBonesBrowserLaunch,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5618292205248727,94,13,2,2,0.0
org.myrobotlab.cache.LRUCache,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,27,27,3,10,0.8181818181818182
org.myrobotlab.cache.LRUMethodCache,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8025793650793651,88,72,6,17,0.3076923076923077
org.myrobotlab.roomba.RTTTLParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8481223893065999,269,243,17,25,0.392
org.myrobotlab.roomba.RTTTLPlay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.48975095785440614,198,25,5,8,0.05555555555555555
org.myrobotlab.roomba.Note,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,66,64,5,13,0.9523809523809523
org.saintandreas.gl.BufferUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8125,289,93,13,13,1.0
org.saintandreas.gl.Colors,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.saintandreas.gl.Geometry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5130390442890442,257,143,11,24,0.0
org.saintandreas.gl.shaders.Shader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3467948717948718,185,61,5,8,0.0
org.saintandreas.gl.shaders.Attribute,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.65,12,1,1,1,0.0
org.saintandreas.gl.AbstractTransformable,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8952922077922079,336,283,47,127,0.49333333333333335
org.saintandreas.gl.buffers.VertexArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4589160839160839,44,14,2,2,0.0
org.saintandreas.gl.buffers.VertexBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.59375,19,11,2,2,0.0
org.saintandreas.gl.buffers.BaseBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7689667103729604,205,153,12,32,0.0
org.saintandreas.gl.buffers.IndexBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.59375,19,11,2,2,0.0
org.saintandreas.gl.IndexedGeometry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6473684210526316,82,49,6,13,0.0
org.saintandreas.gl.MatrixStack,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8990384615384616,54,42,6,28,1.0
org.saintandreas.math.Vector,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8563586310705181,727,666,60,140,0.6854838709677419
org.saintandreas.math.Vector4,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8840233971355105,382,363,48,167,0.8556701030927835
org.saintandreas.math.Vector4f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9278846153846154,119,112,16,28,1.0
org.saintandreas.math.Vector2f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9137989203778677,343,324,46,117,0.8427672955974843
org.saintandreas.math.Vector3f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9186320754716981,509,494,46,132,0.893687707641196
org.saintandreas.math.Quaternion,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9243098832484506,1567,1517,108,312,0.5329099307159353
org.saintandreas.math.Matrix4f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8345447291774356,1740,1497,217,561,0.2654858299595142
org.saintandreas.math.Matrix3f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9088556630039776,1641,1589,105,289,0.31869281045751635
org.saintandreas.math.FastMath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9094154484570719,1784,1709,197,294,0.12141453831041257
PeerDiscovery,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4915040934438511,531,285,8,19,0.08645533141210375
org.myrobotlab.opencv.Overlay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,50,49,3,3,0.8461538461538461
org.myrobotlab.opencv.FilterWrapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,10,9,1,1,0.0
org.myrobotlab.logging.LoggingFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9322916666666667,76,68,11,19,0.375
org.myrobotlab.logging.LoggerFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,30,25,6,7,1.0
org.myrobotlab.logging.Level,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.logging.AppenderType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.logging.Logging,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6895833333333333,98,80,16,30,0.06666666666666667
org.myrobotlab.gpt.Message,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Usage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Logprobs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Choice,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.ChatCompletions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.TopLogprob,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Completions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.io.StreamIO,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,36,34,7,15,0.0
org.myrobotlab.io.StreamGobbler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.90625,58,53,6,21,0.6363636363636364
org.myrobotlab.io.Zip,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5115811461865746,783,446,49,68,0.19142857142857142
org.myrobotlab.io.FindFile,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.794662779037779,398,322,40,94,0.5192307692307693
org.myrobotlab.string.StringUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8174884300705847,786,675,49,77,0.6697892271662763
org.myrobotlab.sensor.EncoderData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,44,42,2,6,1.0
org.myrobotlab.mqtt.MqttMsg,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9924242424242424,446,442,43,117,0.6612903225806451
org.myrobotlab.jme3.Jme3Msg,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,25,23,2,4,0.4444444444444444
org.myrobotlab.jme3.UserDataConfig,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,16,16,2,3,0.0
org.myrobotlab.serial.CRC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.739139670531517,834,787,36,109,0.45438898450946646
org.myrobotlab.i2c.I2CProxyDisplay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.chess.HistoryData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.chess.StopSearchingException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.framework.TimeoutException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,8,8,2,7,1.0
org.myrobotlab.framework.Peer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,64,62,4,7,0.6666666666666666
org.myrobotlab.framework.MrlException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,8,8,3,6,1.0
org.myrobotlab.framework.StaticType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,113,0,0,0,0.0
org.myrobotlab.framework.QueueStats,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,13,13,3,8,1.0
org.myrobotlab.framework.repo.ServiceArtifact,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,24,23,2,2,0.0
org.myrobotlab.framework.repo.Category,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9097222222222222,40,37,8,23,0.75
org.myrobotlab.framework.repo.ServiceDependency,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.905448717948718,346,333,36,73,0.8278688524590164
org.myrobotlab.framework.repo.ServiceExclude,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,101,101,15,39,1.0
org.myrobotlab.framework.repo.RemoteRepo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,24,24,3,3,0.0
org.myrobotlab.framework.DescribeQuery,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,35,33,1,2,0.9444444444444444
org.myrobotlab.framework.StartYml,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,9,9,1,1,0.5
org.myrobotlab.framework.NameGenerator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8475877192982456,54,47,4,9,0.15789473684210525
org.myrobotlab.framework.Inbox,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7866950757575757,235,165,12,150,0.3333333333333333
org.myrobotlab.framework.RoutingEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8541666666666666,55,51,5,9,0.5714285714285714
org.myrobotlab.framework.Instantiator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9026253918495298,167,153,17,37,0.2413793103448276
org.myrobotlab.framework.CmdOptions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8556352090556845,267,233,21,62,0.7108433734939759
org.myrobotlab.framework.MRLListener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8827531645569621,143,136,11,27,0.6455696202531646
org.myrobotlab.framework.MethodEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.20445125591688934,436,75,3,7,0.14150943396226415
org.myrobotlab.framework.StatusLevel,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.framework.ServiceReservation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,18,17,2,5,0.5
org.myrobotlab.math.MapperLinear,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,358,358,11,28,0.9192982456140351
org.myrobotlab.math.MathUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8889850337495417,456,421,27,41,0.7774390243902439
org.myrobotlab.math.MapperSimple,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9943181818181819,463,462,31,77,0.8629283489096573
org.myrobotlab.math.MapperBase,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9566666666666667,363,361,28,73,0.9473684210526315
org.myrobotlab.math.geometry.Line3df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,85,83,5,9,0.8163265306122449
org.myrobotlab.math.geometry.PointCloud,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,22,0.5
org.myrobotlab.math.geometry.Point,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,78,76,4,6,0.9787234042553191
org.myrobotlab.math.geometry.Rectangle,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,77,75,3,7,0.9811320754716981
org.myrobotlab.math.geometry.Point3df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,56,54,2,4,0.9696969696969697
org.myrobotlab.math.geometry.Point2df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8916666666666666,120,115,10,15,0.95
org.myrobotlab.math.geometry.Line2df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,65,63,6,11,0.7241379310344828
